Date,Symbols,Close
12/5/2017 16:00,FCX,14.11
12/6/2017 16:00,FCX,14.35
12/7/2017 16:00,FCX,14.84
12/8/2017 16:00,FCX,14.97
12/11/2017 16:00,FCX,15.02
12/12/2017 16:00,FCX,15.71
12/13/2017 16:00,FCX,16.32
12/14/2017 16:00,FCX,16.19
12/15/2017 16:00,FCX,16.98
12/18/2017 16:00,FCX,17.35
12/19/2017 16:00,FCX,17.33
12/20/2017 16:00,FCX,17.66
12/21/2017 16:00,FCX,18.18
12/22/2017 16:00,FCX,18.1
12/26/2017 16:00,FCX,18.67
12/27/2017 16:00,FCX,18.69
12/28/2017 16:00,FCX,19.27
12/29/2017 16:00,FCX,18.96
1/2/2018 16:00,FCX,19.77
1/3/2018 16:00,FCX,19.47
1/4/2018 16:00,FCX,19.74
1/5/2018 16:00,FCX,19.9
1/8/2018 16:00,FCX,19.81
1/9/2018 16:00,FCX,18.92
1/10/2018 16:00,FCX,19.51
1/11/2018 16:00,FCX,19.88
1/12/2018 16:00,FCX,19.75
1/16/2018 16:00,FCX,19.32
1/17/2018 16:00,FCX,19.77
1/18/2018 16:00,FCX,19.4
1/19/2018 16:00,FCX,19.96
1/22/2018 16:00,FCX,19.99
1/23/2018 16:00,FCX,19.55
1/24/2018 16:00,FCX,19.6
1/25/2018 16:00,FCX,19.82
1/26/2018 16:00,FCX,19.54
1/29/2018 16:00,FCX,19.63
1/30/2018 16:00,FCX,19.13
1/31/2018 16:00,FCX,19.5
2/1/2018 16:00,FCX,19.45
2/2/2018 16:00,FCX,17.97
2/5/2018 16:00,FCX,17.65
2/6/2018 16:00,FCX,18.74
2/7/2018 16:00,FCX,17.86
2/8/2018 16:00,FCX,17.16
2/9/2018 16:00,FCX,17.57
2/12/2018 16:00,FCX,17.57
2/13/2018 16:00,FCX,17.8
2/14/2018 16:00,FCX,19.12
2/15/2018 16:00,FCX,19.12
2/16/2018 16:00,FCX,18.73
2/20/2018 16:00,FCX,18.43
2/21/2018 16:00,FCX,18.73
2/22/2018 16:00,FCX,19.16
2/23/2018 16:00,FCX,19.55
2/26/2018 16:00,FCX,19.53
2/27/2018 16:00,FCX,19.09
2/28/2018 16:00,FCX,18.6
3/1/2018 16:00,FCX,18.54
3/2/2018 16:00,FCX,18.32
3/5/2018 16:00,FCX,18.19
3/6/2018 16:00,FCX,18.7
3/7/2018 16:00,FCX,18.12
3/8/2018 16:00,FCX,17.87
3/9/2018 16:00,FCX,18.43
3/12/2018 16:00,FCX,18.56
3/13/2018 16:00,FCX,18.48
3/14/2018 16:00,FCX,18.66
3/15/2018 16:00,FCX,18.41
3/16/2018 16:00,FCX,18.36
3/19/2018 16:00,FCX,18.05
3/20/2018 16:00,FCX,18.49
3/21/2018 16:00,FCX,19.18
3/22/2018 16:00,FCX,18.05
3/23/2018 16:00,FCX,17.52
3/26/2018 16:00,FCX,17.75
3/27/2018 16:00,FCX,17.24
3/28/2018 16:00,FCX,16.75
3/29/2018 16:00,FCX,17.57
4/2/2018 16:00,FCX,17.14
4/3/2018 16:00,FCX,17.38
4/4/2018 16:00,FCX,17.34
4/5/2018 16:00,FCX,18.11
4/6/2018 16:00,FCX,17.33
4/9/2018 16:00,FCX,17.43
4/10/2018 16:00,FCX,18.2
4/11/2018 16:00,FCX,17.98
4/12/2018 16:00,FCX,17.86
4/13/2018 16:00,FCX,17.87
4/16/2018 16:00,FCX,18.16
4/17/2018 16:00,FCX,18.3
4/18/2018 16:00,FCX,19.18
4/19/2018 16:00,FCX,19.57
4/20/2018 16:00,FCX,19.36
4/23/2018 16:00,FCX,18.81
4/24/2018 16:00,FCX,16.08
4/25/2018 16:00,FCX,15.37
4/26/2018 16:00,FCX,15.63
4/27/2018 16:00,FCX,15.32
4/30/2018 16:00,FCX,15.21
5/1/2018 16:00,FCX,14.95
5/2/2018 16:00,FCX,15.11
5/3/2018 16:00,FCX,15.21
5/4/2018 16:00,FCX,15.42
5/7/2018 16:00,FCX,15.26
5/8/2018 16:00,FCX,15.3
5/9/2018 16:00,FCX,15.68
5/10/2018 16:00,FCX,16.22
5/11/2018 16:00,FCX,16.27
5/14/2018 16:00,FCX,16.2
5/15/2018 16:00,FCX,15.96
5/16/2018 16:00,FCX,16.64
5/17/2018 16:00,FCX,16.78
5/18/2018 16:00,FCX,16.87
5/21/2018 16:00,FCX,16.69
5/22/2018 16:00,FCX,17.17
5/23/2018 16:00,FCX,17.35
5/24/2018 16:00,FCX,17.38
5/25/2018 16:00,FCX,17.08
5/29/2018 16:00,FCX,16.65
5/30/2018 16:00,FCX,17.12
5/31/2018 16:00,FCX,16.9
6/1/2018 16:00,FCX,17.12
6/4/2018 16:00,FCX,17.21
6/5/2018 16:00,FCX,17.65
6/6/2018 16:00,FCX,18.2
6/7/2018 16:00,FCX,17.93
6/8/2018 16:00,FCX,18.03
6/11/2018 16:00,FCX,18.19
6/12/2018 16:00,FCX,17.86
6/13/2018 16:00,FCX,17.81
6/14/2018 16:00,FCX,17.58
6/15/2018 16:00,FCX,16.89
6/18/2018 16:00,FCX,16.8
6/19/2018 16:00,FCX,16.26
6/20/2018 16:00,FCX,16.3
6/21/2018 16:00,FCX,16.36
6/22/2018 16:00,FCX,16.44
6/25/2018 16:00,FCX,15.74
6/26/2018 16:00,FCX,16.25
6/27/2018 16:00,FCX,16.9
6/28/2018 16:00,FCX,16.79
6/29/2018 16:00,FCX,17.26
7/2/2018 16:00,FCX,17.16
7/3/2018 13:00,FCX,17.07
7/5/2018 16:00,FCX,16.97
7/6/2018 16:00,FCX,17.51
7/9/2018 16:00,FCX,18.11
7/10/2018 16:00,FCX,18.11
7/11/2018 16:00,FCX,17.41
7/12/2018 16:00,FCX,17.29
7/13/2018 16:00,FCX,16.8
7/16/2018 16:00,FCX,16.77
7/17/2018 16:00,FCX,16.77
7/18/2018 16:00,FCX,17.08
7/19/2018 16:00,FCX,15.8
7/20/2018 16:00,FCX,15.75
7/23/2018 16:00,FCX,15.83
7/24/2018 16:00,FCX,16.07
7/25/2018 16:00,FCX,15.86
7/26/2018 16:00,FCX,15.97
7/27/2018 16:00,FCX,15.99
7/30/2018 16:00,FCX,16.08
7/31/2018 16:00,FCX,16.5
8/1/2018 16:00,FCX,15.58
8/2/2018 16:00,FCX,15.43
8/3/2018 16:00,FCX,15.71
8/6/2018 16:00,FCX,15.4
8/7/2018 16:00,FCX,15.36
8/8/2018 16:00,FCX,15.39
8/9/2018 16:00,FCX,15.31
8/10/2018 16:00,FCX,15.11
8/13/2018 16:00,FCX,14.92
8/14/2018 16:00,FCX,14.8
8/15/2018 16:00,FCX,13.66
8/16/2018 16:00,FCX,13.77
8/17/2018 16:00,FCX,13.97
8/20/2018 16:00,FCX,14.12
8/21/2018 16:00,FCX,14.32
8/22/2018 16:00,FCX,14.53
8/23/2018 16:00,FCX,14.18
8/24/2018 16:00,FCX,14.47
8/27/2018 16:00,FCX,14.73
8/28/2018 16:00,FCX,14.66
8/29/2018 16:00,FCX,14.67
8/30/2018 16:00,FCX,14.15
8/31/2018 16:00,FCX,14.05
9/4/2018 16:00,FCX,13.48
9/5/2018 16:00,FCX,13.67
9/6/2018 16:00,FCX,13.57
9/7/2018 16:00,FCX,13.18
9/10/2018 16:00,FCX,13.2
9/11/2018 16:00,FCX,13.04
9/12/2018 16:00,FCX,13.63
9/13/2018 16:00,FCX,13.58
9/14/2018 16:00,FCX,13.69
9/17/2018 16:00,FCX,13.72
9/18/2018 16:00,FCX,14.01
9/19/2018 16:00,FCX,14.3
9/20/2018 16:00,FCX,14.39
9/21/2018 16:00,FCX,14.61
9/24/2018 16:00,FCX,14.24
9/25/2018 16:00,FCX,14.49
9/26/2018 16:00,FCX,14
9/27/2018 16:00,FCX,13.87
9/28/2018 16:00,FCX,13.92
10/1/2018 16:00,FCX,13.7
10/2/2018 16:00,FCX,13.89
10/3/2018 16:00,FCX,13.95
10/4/2018 16:00,FCX,13.63
10/5/2018 16:00,FCX,13.27
10/8/2018 16:00,FCX,13.29
10/9/2018 16:00,FCX,13.18
10/10/2018 16:00,FCX,12.77
10/11/2018 16:00,FCX,13.23
10/12/2018 16:00,FCX,12.74
10/15/2018 16:00,FCX,12.83
10/16/2018 16:00,FCX,12.68
10/17/2018 16:00,FCX,12.4
10/18/2018 16:00,FCX,12.14
10/19/2018 16:00,FCX,12.02
10/22/2018 16:00,FCX,12
10/23/2018 16:00,FCX,11.61
10/24/2018 16:00,FCX,10.7
10/25/2018 16:00,FCX,11.25
10/26/2018 16:00,FCX,11.5
10/29/2018 16:00,FCX,11.09
10/30/2018 16:00,FCX,11.41
10/31/2018 16:00,FCX,11.65
11/1/2018 16:00,FCX,12.28
11/2/2018 16:00,FCX,12.24
11/5/2018 16:00,FCX,12.22
11/6/2018 16:00,FCX,12.2
11/7/2018 16:00,FCX,12.33
11/8/2018 16:00,FCX,11.93
11/9/2018 16:00,FCX,11.35
11/12/2018 16:00,FCX,11.16
11/13/2018 16:00,FCX,11.25
11/14/2018 16:00,FCX,11.54
11/15/2018 16:00,FCX,11.96
11/16/2018 16:00,FCX,11.96
11/19/2018 16:00,FCX,11.51
11/20/2018 16:00,FCX,10.88
11/21/2018 16:00,FCX,11.41
11/23/2018 13:00,FCX,10.77
11/26/2018 16:00,FCX,11.09
11/27/2018 16:00,FCX,11.24
11/28/2018 16:00,FCX,11.97
11/29/2018 16:00,FCX,11.82
11/30/2018 16:00,FCX,11.94
12/3/2018 16:00,FCX,12.09
12/4/2018 16:00,FCX,11.5
12/6/2018 16:00,FCX,11.15
12/7/2018 16:00,FCX,10.92
12/10/2018 16:00,FCX,10.69
12/11/2018 16:00,FCX,10.76
12/12/2018 16:00,FCX,11.07
12/13/2018 16:00,FCX,10.92
12/14/2018 16:00,FCX,10.57
12/17/2018 16:00,FCX,10.59
12/18/2018 16:00,FCX,10.6
12/19/2018 16:00,FCX,10.18
12/20/2018 16:00,FCX,10.24
12/21/2018 16:00,FCX,10.05
12/24/2018 13:00,FCX,9.78
12/26/2018 16:00,FCX,10.4
12/27/2018 16:00,FCX,10.67
12/28/2018 16:00,FCX,10.47
12/31/2018 16:00,FCX,10.31
1/2/2019 16:00,FCX,10.36
1/3/2019 16:00,FCX,10.07
1/4/2019 16:00,FCX,10.82
1/7/2019 16:00,FCX,11
1/8/2019 16:00,FCX,11.2
1/9/2019 16:00,FCX,11.51
1/10/2019 16:00,FCX,11.51
1/11/2019 16:00,FCX,11.6
1/14/2019 16:00,FCX,11.55
1/15/2019 16:00,FCX,11.57
1/16/2019 16:00,FCX,11.89
1/17/2019 16:00,FCX,12.13
1/18/2019 16:00,FCX,12.56
1/22/2019 16:00,FCX,12.38
1/23/2019 16:00,FCX,12.31
1/24/2019 16:00,FCX,10.7
1/25/2019 16:00,FCX,11.24
1/28/2019 16:00,FCX,10.28
1/29/2019 16:00,FCX,10.45
1/30/2019 16:00,FCX,11.27
1/31/2019 16:00,FCX,11.64
2/1/2019 16:00,FCX,11.51
2/4/2019 16:00,FCX,11.86
2/5/2019 16:00,FCX,11.87
2/6/2019 16:00,FCX,11.91
2/7/2019 16:00,FCX,11.86
2/8/2019 16:00,FCX,11.61
2/11/2019 16:00,FCX,11.53
2/12/2019 16:00,FCX,11.49
2/13/2019 16:00,FCX,12.29
2/14/2019 16:00,FCX,12.16
2/15/2019 16:00,FCX,12.28
2/19/2019 16:00,FCX,13.09
2/20/2019 16:00,FCX,13.35
2/21/2019 16:00,FCX,13.02
2/22/2019 16:00,FCX,13.22
2/25/2019 16:00,FCX,13.26
2/26/2019 16:00,FCX,13.18
2/27/2019 16:00,FCX,13.16
2/28/2019 16:00,FCX,12.9
3/1/2019 16:00,FCX,12.87
3/4/2019 16:00,FCX,12.78
3/5/2019 16:00,FCX,12.84
3/6/2019 16:00,FCX,12.54
3/7/2019 16:00,FCX,12.31
3/8/2019 16:00,FCX,12.09
3/11/2019 16:00,FCX,12.36
3/12/2019 16:00,FCX,12.65
3/13/2019 16:00,FCX,12.66
3/14/2019 16:00,FCX,12.32
3/15/2019 16:00,FCX,12.35
3/18/2019 16:00,FCX,12.62
3/19/2019 16:00,FCX,12.68
3/20/2019 16:00,FCX,12.82
3/21/2019 16:00,FCX,12.92
3/22/2019 16:00,FCX,12.18
3/25/2019 16:00,FCX,12.38
3/26/2019 16:00,FCX,12.7
3/27/2019 16:00,FCX,12.71
3/28/2019 16:00,FCX,12.73
3/29/2019 16:00,FCX,12.89
4/1/2019 16:00,FCX,13.1
4/2/2019 16:00,FCX,13.12
4/3/2019 16:00,FCX,13.16
4/4/2019 16:00,FCX,13.56
4/5/2019 16:00,FCX,13.33
4/8/2019 16:00,FCX,13.74
4/9/2019 16:00,FCX,13.38
4/10/2019 16:00,FCX,13.49
4/11/2019 16:00,FCX,13.41
4/12/2019 16:00,FCX,13.7
4/15/2019 16:00,FCX,13.69
4/16/2019 16:00,FCX,14.16
4/17/2019 16:00,FCX,14.2
4/18/2019 16:00,FCX,14
4/22/2019 16:00,FCX,13.65
4/23/2019 16:00,FCX,13.46
4/24/2019 16:00,FCX,13.58
4/25/2019 16:00,FCX,12.21
4/26/2019 16:00,FCX,12.5
4/29/2019 16:00,FCX,12.43
4/30/2019 16:00,FCX,12.31
5/1/2019 16:00,FCX,11.71
5/2/2019 16:00,FCX,11.51
5/3/2019 16:00,FCX,11.95
5/6/2019 16:00,FCX,11.72
5/7/2019 16:00,FCX,11.44
5/8/2019 16:00,FCX,11.37
5/9/2019 16:00,FCX,11.28
5/10/2019 16:00,FCX,11.37
5/13/2019 16:00,FCX,10.71
5/14/2019 16:00,FCX,10.86
5/15/2019 16:00,FCX,10.85
5/16/2019 16:00,FCX,10.66
5/17/2019 16:00,FCX,10.37
5/20/2019 16:00,FCX,10.2
5/21/2019 16:00,FCX,10.35
5/22/2019 16:00,FCX,10.06
5/23/2019 16:00,FCX,9.95
5/24/2019 16:00,FCX,10.08
5/28/2019 16:00,FCX,10.03
5/29/2019 16:00,FCX,9.99
5/30/2019 16:00,FCX,9.82
5/31/2019 16:00,FCX,9.71
6/3/2019 16:00,FCX,9.92
6/4/2019 16:00,FCX,10.32
6/5/2019 16:00,FCX,10.1
6/6/2019 16:00,FCX,10.19
6/7/2019 16:00,FCX,10.35
6/10/2019 16:00,FCX,10.61
6/11/2019 16:00,FCX,10.62
6/12/2019 16:00,FCX,10.59
6/13/2019 16:00,FCX,10.83
6/14/2019 16:00,FCX,10.65
6/17/2019 16:00,FCX,10.74
6/18/2019 16:00,FCX,11.13
6/19/2019 16:00,FCX,11.19
6/20/2019 16:00,FCX,11.38
6/21/2019 16:00,FCX,11.34
6/24/2019 16:00,FCX,11.34
6/25/2019 16:00,FCX,11.34
6/26/2019 16:00,FCX,11.49
6/27/2019 16:00,FCX,11.56
6/28/2019 16:00,FCX,11.61
7/1/2019 16:00,FCX,11.45
7/2/2019 16:00,FCX,11.45
7/3/2019 13:00,FCX,11.31
7/5/2019 16:00,FCX,11.29
7/8/2019 16:00,FCX,11.22
7/9/2019 16:00,FCX,10.87
7/10/2019 16:00,FCX,10.95
7/11/2019 16:00,FCX,11.1
7/12/2019 16:00,FCX,11.02
7/15/2019 16:00,FCX,11.14
7/16/2019 16:00,FCX,11.12
7/17/2019 16:00,FCX,11.06
7/18/2019 16:00,FCX,11.15
7/19/2019 16:00,FCX,11.49
7/22/2019 16:00,FCX,11.49
7/23/2019 16:00,FCX,11.65
7/24/2019 16:00,FCX,11.94
7/25/2019 16:00,FCX,11.42
7/26/2019 16:00,FCX,11.56
7/29/2019 16:00,FCX,11.61
7/30/2019 16:00,FCX,11.47
7/31/2019 16:00,FCX,11.06
8/1/2019 16:00,FCX,10.7
8/2/2019 16:00,FCX,10.3
8/5/2019 16:00,FCX,10.07
8/6/2019 16:00,FCX,10.14
8/7/2019 16:00,FCX,10.08
8/8/2019 16:00,FCX,10.12
8/9/2019 16:00,FCX,9.75
8/12/2019 16:00,FCX,9.52
8/13/2019 16:00,FCX,9.89
8/14/2019 16:00,FCX,9.36
8/15/2019 16:00,FCX,8.99
8/16/2019 16:00,FCX,9.1
8/19/2019 16:00,FCX,9.25
8/20/2019 16:00,FCX,9.19
8/21/2019 16:00,FCX,9.14
8/22/2019 16:00,FCX,9.13
8/23/2019 16:00,FCX,8.83
8/26/2019 16:00,FCX,8.84
8/27/2019 16:00,FCX,8.71
8/28/2019 16:00,FCX,8.95
8/29/2019 16:00,FCX,9.12
8/30/2019 16:00,FCX,9.19
9/3/2019 16:00,FCX,9.07
9/4/2019 16:00,FCX,9.29
9/5/2019 16:00,FCX,9.53
9/6/2019 16:00,FCX,9.42
9/9/2019 16:00,FCX,9.7
9/10/2019 16:00,FCX,10.12
9/11/2019 16:00,FCX,10.08
9/12/2019 16:00,FCX,10.37
9/13/2019 16:00,FCX,10.76
9/16/2019 16:00,FCX,10.47
9/17/2019 16:00,FCX,10.41
9/18/2019 16:00,FCX,10.36
9/19/2019 16:00,FCX,10.45
9/20/2019 16:00,FCX,10.47
9/23/2019 16:00,FCX,10.33
9/24/2019 16:00,FCX,10.01
9/25/2019 16:00,FCX,10.07
9/26/2019 16:00,FCX,9.8
9/27/2019 16:00,FCX,9.65
9/30/2019 16:00,FCX,9.57
10/1/2019 16:00,FCX,9.17
10/2/2019 16:00,FCX,8.87
10/3/2019 16:00,FCX,8.86
10/4/2019 16:00,FCX,8.83
10/7/2019 16:00,FCX,8.76
10/8/2019 16:00,FCX,8.51
10/9/2019 16:00,FCX,8.55
10/10/2019 16:00,FCX,8.96
10/11/2019 16:00,FCX,9.55
10/14/2019 16:00,FCX,9.5
10/15/2019 16:00,FCX,9.52
10/16/2019 16:00,FCX,9.5
10/17/2019 16:00,FCX,9.44
10/18/2019 16:00,FCX,9.58
10/21/2019 16:00,FCX,9.82
10/22/2019 16:00,FCX,9.93
10/23/2019 16:00,FCX,10.13
10/24/2019 16:00,FCX,9.59
10/25/2019 16:00,FCX,10.14
10/28/2019 16:00,FCX,10.24
10/29/2019 16:00,FCX,10.23
10/30/2019 16:00,FCX,10.13
10/31/2019 16:00,FCX,9.82
11/1/2019 16:00,FCX,10.52
11/4/2019 16:00,FCX,10.8
11/5/2019 16:00,FCX,10.91
11/6/2019 16:00,FCX,10.64
11/7/2019 16:00,FCX,11.27
11/8/2019 16:00,FCX,11.52
11/11/2019 16:00,FCX,11.09
11/12/2019 16:00,FCX,11.04
11/13/2019 16:00,FCX,10.84
11/14/2019 16:00,FCX,10.81
11/15/2019 16:00,FCX,11.16
11/18/2019 16:00,FCX,11.01
11/19/2019 16:00,FCX,11.28
11/20/2019 16:00,FCX,11.03
11/21/2019 16:00,FCX,11.01
11/22/2019 16:00,FCX,11.35
11/25/2019 16:00,FCX,11.66
11/26/2019 16:00,FCX,11.71
11/27/2019 16:00,FCX,11.61
11/29/2019 13:00,FCX,11.38
12/2/2019 16:00,FCX,11.45
12/3/2019 16:00,FCX,10.92
12/4/2019 16:00,FCX,11.11
12/5/2019 16:00,FCX,11.33
12/6/2019 16:00,FCX,11.64
12/9/2019 16:00,FCX,12.1
12/10/2019 16:00,FCX,12.28
12/11/2019 16:00,FCX,12.84
12/12/2019 16:00,FCX,13.06
12/13/2019 16:00,FCX,12.87
12/16/2019 16:00,FCX,12.95
12/17/2019 16:00,FCX,12.96
12/18/2019 16:00,FCX,12.98
12/19/2019 16:00,FCX,13
12/20/2019 16:00,FCX,12.71
12/23/2019 16:00,FCX,12.85
12/24/2019 13:00,FCX,12.99
12/26/2019 16:00,FCX,13.17
12/27/2019 16:00,FCX,13.03
12/30/2019 16:00,FCX,13.01
12/31/2019 16:00,FCX,13.12
